word,cluster_label,stopword_type,reason
คำบอกเล่า,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปสำหรับการสื่อสารหรือถ่ายทอดเรื่องราว
ลอยน้ำ,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),สื่อถึงพิธีกรรมหรือความเชื่อ แต่มีนัยเชิงสัญลักษณ์และนามธรรม
การฟ้อนรำ,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะในโดเมนนาฏศิลป์ไทยที่พบบ่อยจนไม่ช่วยในการแยกความหมาย
ทอผ้า,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),มีความหมายใกล้เคียงกับกิจกรรมหัตถกรรม แต่ไม่ซ้ำโดยตรง จึงไม่จัดว่าซ้ำ
หน้าบัน,1,คำที่มีความหมายกว้าง (Umbrella Terms),องค์ประกอบทางสถาปัตยกรรมทั่วไปในวัดหรือโบราณสถาน
สัจจะ,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),คุณธรรมหรือแนวคิดนามธรรมในศาสนาและศีลธรรม
การให้กำเนิด,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับการเริ่มต้นหรือกำเนิดสิ่งต่าง ๆ
แม่น้ำโขง,1,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ชื่อเฉพาะทางภูมิศาสตร์ ไม่ซ้ำหรือพ้องกับคำอื่นในกลุ่มนี้
กลยุทธ,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับการวางแผน
พระสวามี,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะในบทละครหรือการแสดงดั้งเดิมที่ใช้บ่อย
ขี่ม้า,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),พ้องความหมายกับกิจกรรมการออกรบหรือเคลื่อนไหวของตัวละครในเรื่อง
ไฟไหม้,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),อาจเป็นเหตุการณ์ในเรื่อง แต่ไม่ซ้ำกับคำอื่นโดยตรง จึงไม่จัดว่าซ้ำ
กลางคืน,0,คำที่มีความหมายกว้าง (Umbrella Terms),ใช้ทั่วไปในหลายบริบท ไม่เฉพาะเจาะจง
ความนิยม,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามธรรมทั่วไป ใช้ได้หลายสถานการณ์
ความนิยม,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิดด้านคุณค่าหรือการรับรู้ทางสังคม
ฉลองพระองค์,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),แม้เฉพาะ แต่ไม่ใช่คำที่พบบ่อยทั่วไปในโดเมน
พระอินทร์,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),บุคคลในตำนาน ไม่ใช่คำทั่วไปในโดเมน
ดาวดึงส์,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),สถานที่ในจินตนาการ ไม่ใช่คำที่เกิดซ้ำบ่อยในโดเมน
ชาวภูไท,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),กลุ่มชาติพันธุ์เฉพาะ ไม่ใช่คำทั่วไป
ลาวเวียง,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),กลุ่มชาติพันธุ์เฉพาะ ไม่ใช่คำทั่วไป
สมัยสุโขทัย,1,คำที่มีความหมายกว้าง (Umbrella Terms),ช่วงเวลาทั่วไป ใช้เป็นกรอบอ้างอิง
ดนตรีไทย,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะโดเมนที่เกิดบ่อยในบริบทศิลปวัฒนธรรมไทย
การร่ายรำ,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),"คำที่ใช้บ่อยในบริบทนาฏศิลป์ ใกล้เคียงกับ ""การแสดง"""
องคต,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะในศิลปะการแสดงไทย แต่ไม่พบบ่อยทั่วไป
การร่ายรำ,1,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),"พ้องความหมายกับ ""การเต้นรำ"" หรือ ""นาฏศิลป์"" ในบางบริบท"
การต่อสู้,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ในหลายบริบท ไม่เฉพาะด้านศิลปะ
ความสุข,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึกหรือคุณค่า
ธรรมชาติ,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมที่ใช้ประเมินหรือตีความศิลปะ
น้ำมันยาง,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),วัสดุเฉพาะในบริบทการแสดง แต่ไม่ใช่คำทั่วไปในโดเมน
เพลงฟ้อนดวงดอกไม้,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ชื่อเฉพาะของบทเพลง ไม่ใช่คำทั่วไป
ละครเสภา,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),รูปแบบศิลปะเฉพาะ แต่เป็นคำเฉพาะเจาะจง ไม่ใช่คำทั่วไป
บิดา,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เรียกตำแหน่งครอบครัว ไม่เฉพาะเจาะจงในบริบทศิลปวัฒนธรรม
มวยโบราณ,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),มีความเฉพาะตัวสูง แต่ไม่ซ้ำกับคำอื่นในชุดข้อมูล จึงไม่จัดเป็นซ้ำซ้อน
ท้าวพิชัยพิษณุกร,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ชื่อเฉพาะ ไม่ซ้ำ
ขีดขิน,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำเฉพาะที่ไม่ซ้ำ
วัตถุดิบ,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ในหลายบริบท ไม่เฉพาะด้านศิลปวัฒนธรรม
ความภาคภูมิใจ,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่าและความรู้สึกเชิงบวก
ลิลิตพระลอ,1,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ชื่อผลงานเฉพาะ ไม่ซ้ำ
การดีด,1,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำเฉพาะทางดนตรี ไม่ซ้ำ
รำมาตรฐาน,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะในโดเมนนาฏศิลป์ไทยที่ใช้บ่อยจนกลายเป็นคำพื้นฐาน
การดีด,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),(ปรากฏใน cluster อื่นด้วย แต่ใน cluster นี้ไม่ซ้ำ) อยู่ในโดเมนการแสดงดนตรีไทย ใช้บ่อย
นิ้วเพชร,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ชื่อศิลปิน ไม่ซ้ำ
พิเภก,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ตัวละครในวรรณคดี ไม่ซ้ำ
ไทยดุสิต,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ชื่อเฉพาะ ไม่ซ้ำ
จองถนน,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ชื่อการแสดงเฉพาะ ไม่ซ้ำ
ทหารเอก,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),อาจหมายถึงบทละครหรือชื่อเรื่อง ไม่ซ้ำ
นางพญาคำปิน,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ชื่อเฉพาะ ไม่ซ้ำ
กิจกรรม,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้ครอบคลุมหลายสิ่ง ไม่เฉพาะเจาะจง
อยุธยา,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ชื่อสถานที่เฉพาะ ไม่ซ้ำ
เพลงดวงจันทร์วันเพ็ญ,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ชื่อผลงานเฉพาะ ไม่ซ้ำ
พื้นบ้านภาคใต้,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คำอธิบายภูมิภาค ไม่ซ้ำ
ภาคตะวันออกเฉียงเหนือ,0,คำที่มีความหมายกว้าง (Umbrella Terms),ชื่อภูมิภาคทั่วไป ใช้เป็นหมวดหมู่ทางภูมิศาสตร์
ประวัติศาสตร์,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำกว้างครอบคลุมเหตุการณ์ในอดีต ไม่เฉพาะเจาะจง
ขุนแผน,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),ตัวละครในวรรณกรรมที่สื่อถึงคุณลักษณะด้านความกล้าหาญ ความรัก ความซื่อสัตย์
ฤาษี,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),บุคคลในตำนานที่เกี่ยวข้องกับความศักดิ์สิทธิ์ ความรู้ลึกลับ
พระอิศวร,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),เทพเจ้าในศาสนาฮินดู แสดงถึงแนวคิดนามธรรมทางศาสนา
ภาคกลาง,3,คำที่มีความหมายกว้าง (Umbrella Terms),ชื่อภูมิภาคทั่วไป ไม่เฉพาะเจาะจง
เวลา,3,คำที่มีความหมายกว้าง (Umbrella Terms),คำนามธรรมทั่วไป ใช้ได้หลายบริบท
ตะวันตก,3,คำที่มีความหมายกว้าง (Umbrella Terms),ทิศทางหรือภูมิภาคทั่วไป ไม่เฉพาะเจาะจงในโดเมน
เรื่องใหญ่,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความสำคัญหรือคุณค่าเชิงประเมิน
ขอขมา,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิดทางศีลธรรม ความสำนึกผิด
ละครใน,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ศัพท์เฉพาะในบริบทการแสดงไทย แต่ใช้บ่อยจนไม่ช่วยแยกความหมายเฉพาะ
มลายู,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),มีความเกี่ยวข้องกับวัฒนธรรม แต่ไม่ซ้ำกับคำอื่นในกลุ่มนี้ จึงไม่จัดว่าซ้ำ
รัชฎา,2,คำที่มีความหมายกว้าง (Umbrella Terms),ชื่อคนทั่วไป ไม่เฉพาะเจาะจง
มุกดาหาร,2,คำที่มีความหมายกว้าง (Umbrella Terms),ชื่อจังหวัด ใช้เป็นข้อมูลภูมิศาสตร์ทั่วไป
กุลสตรี,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณลักษณะทางศีลธรรมและค่านิยมทางสังคม
เพลงมอญดูดาว,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ชื่อเพลงพื้นบ้าน แต่เป็นศัพท์เฉพาะที่ใช้บ่อยในโดเมนนาฏศิลป์ภาคกลาง
ตะเขิ่ง,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),อุปกรณ์ในนาฏศิลป์ ไม่มีคำซ้ำในกลุ่มนี้
ไทยทรงดำ,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),กลุ่มชาติพันธุ์ ไม่ซ้ำกับคำอื่น
ข่ายเหล็ก,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามธรรมทั่วไปที่ไม่เฉพาะเจาะจงในบริบทการแสดง
ฝ่ามือ,0,คำที่มีความหมายกว้าง (Umbrella Terms),ส่วนประกอบร่างกายที่ใช้ได้หลายบริบท ไม่ชี้เฉพาะศิลปวัฒนธรรม
ฝากตัว,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงพิธีกรรมเชิงสังคมที่มีนัยทางความสัมพันธ์และเจตนา
ดนตรี,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),องค์ประกอบพื้นฐานในงานแสดงไทย พบบ่อยจนไม่ช่วยแยกความหมายเฉพาะ
ขันดอก,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),เครื่องสังเวยที่มีความหมายทับซ้อนกับพิธีกรรมอื่น ๆ ในบริบทเดียวกัน
ภาคอีสาน,2,คำที่มีความหมายกว้าง (Umbrella Terms),ภูมิศาสตร์ทั่วไป ไม่ชี้เฉพาะด้านนาฏศิลป์โดยตรง
การนุ่งห่ม,2,คำที่มีความหมายกว้าง (Umbrella Terms),"คำรวมที่กว้างกว่า ""เครื่องแต่งกาย"" และไม่เฉพาะเจาะจง"
ความสวยงาม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่าเชิงความคิดเห็น ไม่ใช่ข้อมูลเฉพาะ
เครื่องแต่งกาย,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),องค์ประกอบพื้นฐานในงานแสดงไทย พบบ่อยและไม่ช่วยแยกความหมายเฉพาะ
บูชายัญ,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),พิธีกรรมที่พบซ้ำในหลายบริบททางศาสนาและวัฒนธรรม
บินหนี,1,คำที่มีความหมายกว้าง (Umbrella Terms),การกระทำทั่วไปที่ไม่เฉพาะเจาะจงในบริบทศิลปะ
แม่บท,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดเชิงโครงสร้างที่นามธรรม
นางใน,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ตัวละครจำเพาะในละครไทยที่พบบ่อยจนไม่ช่วยแยกความหมาย
แม่ท่า,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),พ้องความหมายกับ `แม่บท` ในแง่ของการเป็นต้นแบบท่าทาง
บุษราคัม,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),อัญมณีที่ใช้ในเครื่องแต่งกายหรือเครื่องประดับในงานแสดง แต่พบบ่อยจนไม่เฉพาะเจาะจง
เพลงหน้าพาทย์,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),องค์ประกอบพื้นฐานของดนตรีไทยที่ใช้ในหลายบริบทการแสดง
พระมหากษัตริย์,0,คำที่มีความหมายกว้าง (Umbrella Terms),บุคคลในบทบาทกว้าง ใช้ในหลายบริบท
กรุงรัตนโกสินทร์,0,คำที่มีความหมายกว้าง (Umbrella Terms),สถานที่เชิงประวัติศาสตร์ที่เป็นสัญลักษณ์ทั่วไป
เพลงบูชานักรบ,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),สื่อถึงคุณค่าทางจิตใจและจารีต แต่ไม่ใช่คำนามธรรมโดยตรง จึงไม่เข้าข่าย
เครื่องดนตรีพื้นเมือง,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะที่เกิดบ่อยในโดเมนศิลปวัฒนธรรมไทย
วาดรูป,0,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),พ้องความหมายกับ `ภาพจิตรกรรมฝาผนัง` ในระดับหนึ่ง แต่ต่างระดับความเฉพาะ จึงไม่ซ้ำโดยตรง
นครปฐม,1,คำที่มีความหมายกว้าง (Umbrella Terms),สถานที่ทั่วไป ไม่เฉพาะด้านศิลปะการแสดง
ความพร้อมเพรียง,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับความสมดุลและจังหวะ
เพลงฝรั่งรำเท้า,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),สื่อถึงอารมณ์และวัฒนธรรมผสม แต่เป็นชื่อเฉพาะ ไม่เข้าข่าย
ภาพจิตรกรรมฝาผนัง,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะที่พบบ่อยในบริบทศิลปะไทย
ปูนปั้น,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),เทคนิคศิลปะที่พบถี่ในวัดและโบราณสถาน
น้องสาว,2,คำที่มีความหมายกว้าง (Umbrella Terms),ความสัมพันธ์ทั่วไป ไม่เฉพาะเจาะจงด้านศิลปะ
ให้ร้าย,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงเจตนาหรือคุณค่าเชิงลบ
ภารตนาฏยัม,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ศัพท์เฉพาะนาฏศิลป์อินเดียที่ใช้บ่อยในงานวิเคราะห์วัฒนธรรม
มัยราพณ์,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ตัวละครในละครเวทีไทยที่ปรากฏถี่ในบริบทการแสดง
รัวฉิ่ง,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),การกระทำเฉพาะในดนตรีไทยที่เกิดซ้ำในโดเมน
กาฬสินธุ์,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),สถานที่ แต่ไม่มีคำพ้องในชุดข้อมูล
ความคิดริเริ่ม,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับความคิดสร้างสรรค์
การจับปลา,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),กิจกรรมพื้นบ้านที่มักปรากฏในพิธีกรรม แต่ไม่เฉพาะเจาะจงการแสดง
ทำนาย,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),พ้องความหมายกับการสื่อสารล่วงหน้าหรือพิธีกรรม แต่ไม่มีคำซ้ำในกลุ่มนี้
ตำรา,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ใช้เรียกสิ่งที่รวบรวมความรู้หรือข้อมูล ไม่เฉพาะเจาะจง
ไทยเรือนต้น,0,คำที่มีความหมายกว้าง (Umbrella Terms),แม้เฉพาะเจาะจงแต่เป็นชื่อเรียกทั่วไปของยุคสมัย จัดเป็นหมวดหมู่กว้าง
เพลงดอกไม้ของชาติ,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่าทางสัญลักษณ์และความรู้สึกภาคภูมิใจ
สำมนักขา,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ศัพท์เฉพาะในบริบทนาฏศิลป์ไทยที่ใช้บ่อยจนไม่ช่วยแยกความหมาย
สัทธาสูร,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะในวรรณกรรมหรือการแสดงไทยที่พบถี่ในโดเมนนี้
สมบัติ,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),ใช้ในเชิงสัญลักษณ์หรือคุณค่าทางวัฒนธรรมมากกว่าสิ่งของจริง
เพลงฉิ่ง,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะด้านดนตรีในการแสดงไทยที่พบบ่อยจนไม่ช่วยในการจำแนก
พระเมรุ,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),โครงสร้างเฉพาะในพิธีกรรมไทยที่เกิดขึ้นบ่อยในบริบทนี้
วิถีชีวิต,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปที่ครอบคลุมหลายด้านของสังคม ไม่เฉพาะเจาะจง
ความทรงจำ,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมที่เกี่ยวกับจิตใจและประสบการณ์
จัดทัพ,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ศัพท์ในบริบทการแสดงหรือพิธีกรรมไทยที่ใช้บ่อย
ลำตังหวาย,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ชื่อตอนหรือฉากในมโนราห์หรือการแสดงพื้นบ้านที่พบถี่
หลงกล,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ฉากหรือเหตุการณ์ในละครเวทีไทยที่เกิดซ้ำบ่อย
พระเพื่อน,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ตัวละครจำเพาะในนาฏศิลป์ไทยที่ปรากฏบ่อย
พลายชุมพล,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ชื่อตัวละครในวรรณกรรมหรือการแสดงไทยที่ใช้ซ้ำ
ประชิดตัว,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ท่าทางหรือฉากในละครที่พบบ่อยในโดเมนนี้
ชุมพร,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ชื่อสถานที่เฉพาะ แต่ในบริบทนี้อาจซ้ำกับการกล่าวถึงภูมิภาคใต้ในบริบทการแสดงพื้นบ้าน จึงไม่เพิ่มค่าในการจำแนก
เกษตรกรรม,3,คำที่มีความหมายกว้าง (Umbrella Terms),กิจกรรมพื้นฐานของสังคมที่ใช้เป็นบริบททั่วไป
นางอัปสราบายน,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ตัวละครในนาฏศิลป์ไทยที่ปรากฏบ่อยจนกลายเป็นคำซ้ำในโดเมน
แสงอาทิตย์,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามธรรมทางธรรมชาติทั่วไป ใช้ในหลายบริบท
ต้นลีลาวดี,0,คำที่มีความหมายกว้าง (Umbrella Terms),พืชพันธุ์ทั่วไป ไม่เฉพาะเจาะจงด้านศิลปวัฒนธรรม
ระบำมาตรฐาน,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะที่ใช้บ่อยในบริบทนาฏศิลป์ไทยจนสูญเสียความแตกต่าง
มหาสมุทร,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไปทางภูมิศาสตร์ ไม่เฉพาะด้านวัฒนธรรม
บุรีรัมย์,1,คำที่มีความหมายกว้าง (Umbrella Terms),สถานที่ทั่วไป ไม่ชี้เฉพาะด้านศิลปะการแสดง
สีแดง,1,คำที่มีความหมายกว้าง (Umbrella Terms),คุณลักษณะทั่วไป ใช้ได้หลายบริบท
กินเนสส์บุ๊ค,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),บ่งชี้ความพิเศษหรือความยอดเยี่ยมในเชิงประเมินค่า
กินรี,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),แม้เป็นสัญลักษณ์ แต่ปรากฏถี่ในงานศิลปะไทยจนกลายเป็นคำซ้ำซากในโดเมน
เมขลา,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ตัวละครที่ใช้บ่อยในนาฏศิลป์ไทย จนไม่ช่วยในการจำแนกเฉพาะ
ศรพาลจันทร์,2,คำที่มีความหมายกว้าง (Umbrella Terms),ชื่อเฉพาะบุคคลที่ไม่แพร่หลาย จัดเป็นคำทั่วไปในเชิงนาม
รำลึก,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงแนวคิดเชิงอารมณ์หรือความทรงจำ
เทพเจ้า,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำที่พบถี่ในบริบทศิลปวัฒนธรรมไทย จนไม่ช่วยในการแยกความหมายเฉพาะ
กลางอากาศ,3,คำที่มีความหมายกว้าง (Umbrella Terms),สถานที่หรือตำแหน่งทั่วไป ไม่เฉพาะเจาะจง
การไถ,3,คำที่มีความหมายกว้าง (Umbrella Terms),กิจกรรมทั่วไปในเชิงเกษตร ไม่เกี่ยวข้องโดยตรงกับการแสดง
ปกป้อง,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงเจตนาหรือคุณค่าเชิงนามธรรม
หนังใหญ่,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),รูปแบบการแสดงที่เป็นที่รู้จักทั่วไปในวัฒนธรรมไทย จนกลายเป็นคำพื้นฐาน
ทะเล,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),แม้เป็นธรรมชาติ แต่ใช้บ่อยในนิทานและละครเวทีไทย
ฉุยฉาย,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),พ้องความหมายกับความรุ่งเรืองหรือโดดเด่น คล้ายกับคำอื่นในโดเมนที่มีนัยเดียวกัน
อาณาประชาราษฎร์,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),คล้ายกับรัฐหรืออาณาจักร ซ้ำซ้อนในเชิงนามธรรมทางการเมือง
พระญาติ,0,คำที่มีความหมายกว้าง (Umbrella Terms),ใช้เรียกบุคคลในเชิงกว้าง ไม่เฉพาะด้านศิลปวัฒนธรรม
ใบชา,0,คำที่มีความหมายกว้าง (Umbrella Terms),วัตถุดิบธรรมชาติทั่วไป ไม่เกี่ยวข้องโดยตรงกับการแสดง
ตะกร้อ,0,คำที่มีความหมายกว้าง (Umbrella Terms),กีฬาพื้นบ้าน แต่ไม่ใช่คำเฉพาะด้านนาฏศิลป์
อาสา,0,คำที่มีความหมายกว้าง (Umbrella Terms),สถานะหรือบทบาททั่วไปของบุคคล
โปงลาง,0,คำที่มีความหมายกว้าง (Umbrella Terms),เป็นดนตรีพื้นเมือง แต่ไม่ใช่คำเฉพาะด้านการเต้นหรือการแสดงโดยตรง
ชาวนา,0,คำที่มีความหมายกว้าง (Umbrella Terms),อาชีพทั่วไปในสังคม ไม่เฉพาะเจาะจงด้านศิลปะ
สงคราม,0,คำที่มีความหมายกว้าง (Umbrella Terms),แนวคิดกว้างทางสังคม การเมือง ไม่เฉพาะด้านการแสดง
ความสง่างาม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่าเชิงความงามและลักษณะนิสัย
ตีลังกา,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),ท่าทางทางกายภาพที่อาจสื่อถึงความคล่องตัว แต่ไม่ใช่ศัพท์เทคนิคการแสดง
