item,gold_tokens,predicted_tokens,TP,FP,FN,FP_words,FN_words
การแสดงโขนเรื่องรามเกียรติ์ ตอน ศึกวิรุญมุข,"ขัดตาทัพ, ข่ายเหล็ก, ชามพูวราช, ทศกัณฐ์, พระราม, พระลักษมณ์, พลลิง, พิเภก, มังกรกัณฐ์, รับอาสา, วิรุญจำบัง, วิรุญมุข, ศรนาคบาศ, สมรภูมิ, หนุมาน, หายตัว, อินทรชิต, เขาอังกาศ, เดินอากาศ, โอรส","การยุติ, การรบ, การศึก, การเดินทาง, การแปร, การไถ, ขัดตาทัพ, ข่ายเหล็ก, ชามพูวราช, ตัวพระ, ทศกัณฐ์, ทัพหน้า, ทำนาย, พระพรหม, พระยา, พระราม, พระลอ, พระลักษมณ์, พลลิง, พิเภก, มังกรกัณฐ์, รจนา, รับอาสา, รำลึก, ลิลิตพระลอ, วังหน้า, วิรุญจำบัง, วิรุญมุข, ศรนาคบาศ, ศูรปนขา, สมรภูมิ, สีน้ำเงิน, สีแดง, หนุมาน, หายตัว, อาสา, อินทรชิต, เขาอังกาศ, เดินอากาศ, เมืองชมพู, แปลงกาย, โอรส, ไทยทรงดำ",20,23,0,"การยุติ, การรบ, การศึก, การเดินทาง, การแปร, การไถ, ตัวพระ, ทัพหน้า, ทำนาย, พระพรหม, พระยา, พระลอ, รจนา, รำลึก, ลิลิตพระลอ, วังหน้า, ศูรปนขา, สีน้ำเงิน, สีแดง, อาสา, เมืองชมพู, แปลงกาย, ไทยทรงดำ",
การแสดงโขนเรื่องรามเกียรติ์ ตอน ศึกสัทธาสูร,"ขี่ม้า, ข่ายเพชร, ดินดาล, ต่อสู้, ทศกัณฐ์, พระราม, ฟองน้ำ, ภูเขา, วานรินทร์, วิรุญจำบัง, ศรพาลจันทร์, สัทธาสูร, หนุมาน, หลบหนี, อุบาย, เขาสัตภัณฑ์, เทวดา","กะลา, การยุติ, การรบ, การศึก, การแปร, การไถ, ขี่ม้า, ข่ายเพชร, ดินดาล, ต่อสู้, ทศกัณฐ์, ทอผ้า, ท้าวสัทธาสูร, บิดา, พญาทูษณ์, พระจันทร์, พระชายา, พระพรหม, พระยา, พระราม, พระเมรุ, พาลี, ฟองน้ำ, ภูเขา, รจนา, ลายเส้น, วานร, วานรินทร์, วิรุญจำบัง, ศรพาลจันทร์, สัทธาสูร, สีน้ำเงิน, สีแดง, สุรินทร์, หนุมาน, หลบหนี, อสูร, อุบาย, อุษา, เขาสัตภัณฑ์, เทวดา, แหล่งน้ำ, ไทภูเขา",17,26,0,"กะลา, การยุติ, การรบ, การศึก, การแปร, การไถ, ทอผ้า, ท้าวสัทธาสูร, บิดา, พญาทูษณ์, พระจันทร์, พระชายา, พระพรหม, พระยา, พระเมรุ, พาลี, รจนา, ลายเส้น, วานร, สีน้ำเงิน, สีแดง, สุรินทร์, อสูร, อุษา, แหล่งน้ำ, ไทภูเขา",
การแสดงโขนเรื่องรามเกียรติ์ ตอน สามจับ,"กุมภกรรณ, ต่อสู้, ต้นรัง, ถอยทัพ, สุครีพ, หนุมาน, หมดแรง, องคต, เอาชนะ","การยุติ, การรบ, การแปร, การไถ, กุมภกรรณ, ต่อสู้, ต้นรัง, ถอยทัพ, สีน้ำเงิน, สีแดง, สุครีพ, หนุมาน, หมดแรง, องคต, อสูร, อุบาย, อุษา, อเนก, เอาชนะ",9,10,0,"การยุติ, การรบ, การแปร, การไถ, สีน้ำเงิน, สีแดง, อสูร, อุบาย, อุษา, อเนก",
กินนรีร่อนออกมโนราห์บูชายัญ,"กระบวนท่ารำ, กินรี, มโนราห์, ละครชาตรี, สระอโนดาต, เล่นน้ำ","กระบวนท่ารำ, กินรี, กิริยาอาการ, จับระบำ, ตารี, ที่รัก, บูชายัญ, มโนราห์, ละครชาตรี, สระอโนดาต, สีน้ำเงิน, สีแดง, เล่นน้ำ, แหล่งน้ำ, ใบชา",6,9,0,"กิริยาอาการ, จับระบำ, ตารี, ที่รัก, บูชายัญ, สีน้ำเงิน, สีแดง, แหล่งน้ำ, ใบชา",
เมขลา รามสูร,"จำกาย, ดวงแก้ว, ตำนาน, นางฟ้า, มูลเหตุ, รามสูร, ฤดูฝน, วสันตฤดู, อสูร, เทพธิดา, เทพนิยาย, เทพบุตร, เทวดา, เมขลา","การเดินทาง, การไถ, จับนาง, ชาวเหนือ, ดวงแก้ว, ตารี, ตำนาน, ตำรา, ทะเล, ธงไทย, นนทก, นางฟ้า, บิดา, ปางลีลา, มูลเหตุ, มโนราห์, รามสูร, ฤดูฝน, วสันตฤดู, วานร, สีทอง, สีน้ำเงิน, สีแดง, องคต, อสูร, เทพธิดา, เทพนิยาย, เทพบุตร, เทวดา, เมขลา, แหล่งน้ำ, ไทยทรงดำ",13,19,1,"การเดินทาง, การไถ, จับนาง, ชาวเหนือ, ตารี, ตำรา, ทะเล, ธงไทย, นนทก, บิดา, ปางลีลา, มโนราห์, วานร, สีทอง, สีน้ำเงิน, สีแดง, องคต, แหล่งน้ำ, ไทยทรงดำ",จำกาย
รจนาเสี่ยงพวงมาลัย,"บุปเพสันนิวาส, พระสังข์, พวงมาลัย, รจนา, รูปทอง, รูปนอก, สวามี, สังข์ทอง, เจ้าหญิง, เจ้าเงาะ","ตารี, นางรื่น, นางใน, บุปเพสันนิวาส, ผู้หญิง, พระลอ, พระสวามี, พระสังข์, พวงมาลัย, รจนา, รูปทอง, รูปนอก, สวามี, สังข์ทอง, สีทอง, สีแดง, เกราะลอ, เจ้าหญิง, เจ้าเงาะ, เรื่องใหญ่, แหล่งน้ำ, ให้ร้าย, ไทยทรงดำ",10,13,0,"ตารี, นางรื่น, นางใน, ผู้หญิง, พระลอ, พระสวามี, สีทอง, สีแดง, เกราะลอ, เรื่องใหญ่, แหล่งน้ำ, ให้ร้าย, ไทยทรงดำ",
ระบำกฤดาภินิหาร,"ผู้แสดง, สวัสดิมงคล, เกียรติศักดิ์ไทย, เทพธิดา, เทพบุตร","กรมศิลปากร, การขับร้อง, การยุติ, การรบ, จับระบำ, นางฟ้า, นางสีดา, ผู้แสดง, มลายู, รจนา, วานร, ศุภลักษณ์, สีน้ำเงิน, สีแดง, องคต, อาสา, อเนก, เกียรติศักดิ์ไทย, เทวดา, แหล่งน้ำ",2,18,3,"กรมศิลปากร, การขับร้อง, การยุติ, การรบ, จับระบำ, นางฟ้า, นางสีดา, มลายู, รจนา, วานร, ศุภลักษณ์, สีน้ำเงิน, สีแดง, องคต, อาสา, อเนก, เทวดา, แหล่งน้ำ","สวัสดิมงคล, เทพธิดา, เทพบุตร"
ระบำกินรีร่อน,"กินรี, ผู้หญิง, สระอโนดาต, เขาไกรลาส, เล่นน้ำ","กวางทอง, กะลา, การรบ, การร่อนแร่, กินรี, จับระบำ, ทะเล, ผู้หญิง, พลลิง, มโนราห์, สระอโนดาต, อเนก, เขาไกรลาส, เขาไกลลาศ, เพลงกลม, เพลงไทย, เล่นน้ำ, แหล่งน้ำ, ไทยทรงดำ",5,14,0,"กวางทอง, กะลา, การรบ, การร่อนแร่, จับระบำ, ทะเล, พลลิง, มโนราห์, อเนก, เขาไกลลาศ, เพลงกลม, เพลงไทย, แหล่งน้ำ, ไทยทรงดำ",
ระบำฉิ่ง,"ผู้แสดง, รัวฉิ่ง","กระทบไม้, กวางทอง, จับระบำ, ตารี, ผู้แสดง, รัวฉิ่ง, สีแดง, องคต, อเนก, เครื่องดนตรี, เพลงอัตราจังหวะสองชั้น, เพลงไทย, แหล่งน้ำ, ไทยทรงดำ",2,12,0,"กระทบไม้, กวางทอง, จับระบำ, ตารี, สีแดง, องคต, อเนก, เครื่องดนตรี, เพลงอัตราจังหวะสองชั้น, เพลงไทย, แหล่งน้ำ, ไทยทรงดำ",
ระบำชุดไทยพระราชนิยม,"ฉลองพระองค์, พระบรมราชชนนีพับปีหลวง, ไทยจักรพรรดิ์, ไทยจักรี, ไทยจิตรลดา, ไทยดุสิต, ไทยบรมพิมาน, ไทยศิวาลัย, ไทยอมรินทร์, ไทยเรือนต้น","การขับร้อง, การขึ้นลอย, กุลสตรี, จับระบำ, ฉลองพระองค์, ตารี, ธงไทย, พระบรมราชชนนีพับปีหลวง, พระพรหม, พระยา, พระราชพิธี, พระราม, พระลอ, พระศิวะ, พระอิศวร, พระเมรุ, มวยไทย, รจนา, สังสรรค์, สุรินทร์, องคต, เรื่องใหญ่, แปลงกาย, แหล่งน้ำ, ไทยจักรพรรดิ์, ไทยจักรี, ไทยจิตรลดา, ไทยดุสิต, ไทยทรงดำ, ไทยบรมพิมาน, ไทยศิวาลัย, ไทยอมรินทร์, ไทยเรือนต้น",10,23,0,"การขับร้อง, การขึ้นลอย, กุลสตรี, จับระบำ, ตารี, ธงไทย, พระพรหม, พระยา, พระราชพิธี, พระราม, พระลอ, พระศิวะ, พระอิศวร, พระเมรุ, มวยไทย, รจนา, สังสรรค์, สุรินทร์, องคต, เรื่องใหญ่, แปลงกาย, แหล่งน้ำ, ไทยทรงดำ",
ระบำดาวดึงส์,"จับระบำ, ดาวดึงส์, ทิพยวิมาน, ผู้แสดง, พระอินทร์, ระบำมาตรฐาน, ละครดึกดำบรรพ์, สังข์ทอง, เทพธิดา, เทพบุตร","การปั้น, จับระบำ, ดาวดึงส์, ตำรา, ทิพยวิมาน, บิดา, ผู้แสดง, พระจันทร์, พระลอ, พระศิวะ, พระอินทร์, พระอิศวร, ระบำมาตรฐาน, รำมาตรฐาน, ละครดึกดำบรรพ์, ละครนอก, สังข์ทอง, สีทอง, สีแดง, สุรินทร์, เทพธิดา, เทพบุตร, แต่งกายยืนเครื่องพระ, แปลงกาย, ไทยทรงดำ",10,15,0,"การปั้น, ตำรา, บิดา, พระจันทร์, พระลอ, พระศิวะ, พระอิศวร, รำมาตรฐาน, ละครนอก, สีทอง, สีแดง, สุรินทร์, แต่งกายยืนเครื่องพระ, แปลงกาย, ไทยทรงดำ",
ระบำเทพบันเทิง,"ผู้แสดง, ระบำมาตรฐาน, ละครใน, องค์ปะตาระกาหลา, อิเหนา, เทพธิดา, เทพบุตร","จับระบำ, ชาวนา, ตารี, ตำรา, บิดา, ผู้แสดง, ระบำมาตรฐาน, รำมาตรฐาน, ละครนอก, ละครใน, สิ่งศักดิ์สิทธิ์, สีน้ำเงิน, สีแดง, องคต, องค์ปะตาระกาหลา, อิเหนา, เทพธิดา, เทพบุตร, เรื่องใหญ่, แต่งกายยืนเครื่องพระ, แปลงกาย, ใบชา",7,15,0,"จับระบำ, ชาวนา, ตารี, ตำรา, บิดา, รำมาตรฐาน, ละครนอก, สิ่งศักดิ์สิทธิ์, สีน้ำเงิน, สีแดง, องคต, เรื่องใหญ่, แต่งกายยืนเครื่องพระ, แปลงกาย, ใบชา",
ระบำนพรัตน์,"ทับทิม, บุษราคัม, ผู้แสดง, มรกต, อัญมณี, เพทาย, โกเมน, ไพฑูรย์","จับระบำ, ทับทิม, นิ้วเพชร, บุษราคัม, ผู้แสดง, มรกต, สังสรรค์, สีน้ำเงิน, สีแดง, อัญมณี, อุษา, เพทาย, โกเมน, ไพฑูรย์",8,6,0,"จับระบำ, นิ้วเพชร, สังสรรค์, สีน้ำเงิน, สีแดง, อุษา",
ระบำพรมมาสตร์,"กลยุทธ, กลางอากาศ, กองทัพ, การุณราช, ช้างเอราวัณ, ทศกัณฐ์, นางฟ้า, พรหมาสตร์, พระลักษมณ์, พระอินทร์, วานร, อินทรชิต, เทพบุตร, เทวดา, แปลงกาย, โอรส","กลยุทธ, กลางอากาศ, กองทัพ, กะลา, การยุติ, การรบ, การศึก, การุณราช, ขบวนแห่, ขุนช้าง, จับระบำ, ช้างเอราวัณ, ทศกัณฐ์, นางฟ้า, นางใน, ปิดหน้า, พรหมาสตร์, พระจันทร์, พระพรหม, พระลอ, พระลักษมณ์, พระศิวะ, พระอินทร์, พระอิศวร, ภาคกลาง, รำลึก, วานร, สงคราม, สภาพอากาศ, สีน้ำเงิน, สีแดง, สุรินทร์, องคต, อาสา, อินทรชิต, เดินอากาศ, เทพบุตร, เทวดา, เรื่องใหญ่, แปลงกาย, แหล่งน้ำ, โอรส, ไทยทรงดำ",16,27,0,"กะลา, การยุติ, การรบ, การศึก, ขบวนแห่, ขุนช้าง, จับระบำ, นางใน, ปิดหน้า, พระจันทร์, พระพรหม, พระลอ, พระศิวะ, พระอิศวร, ภาคกลาง, รำลึก, สงคราม, สภาพอากาศ, สีน้ำเงิน, สีแดง, สุรินทร์, องคต, อาสา, เดินอากาศ, เรื่องใหญ่, แหล่งน้ำ, ไทยทรงดำ",
ระบำย่องหงิด,"กระบวนท่ารำ, การแปร, จับระบำ, นางฟ้า, ละครใน, วาดรูป, ศุภลักษณ์, อาสา, อุณรุท, อุษา, เทพธิดา, เทพบุตร, เทวดา","กระบวนท่ารำ, กะลา, การปั้น, การรบ, การแปร, งานรื่นเริง, จับระบำ, ตารี, นางฟ้า, นางรื่น, บิดา, พระพี่เลี้ยง, ยักษิณี, ละครนอก, ละครใน, วาดรูป, วานร, ศุภลักษณ์, สีน้ำเงิน, สีแดง, หล่อเลี้ยง, อาสา, อุณรุท, อุษา, เทพธิดา, เทพบุตร, เทวดา, เพลงกลม, เรื่องใหญ่, แหล่งน้ำ, ไทยทรงดำ",13,18,0,"กะลา, การปั้น, การรบ, งานรื่นเริง, ตารี, นางรื่น, บิดา, พระพี่เลี้ยง, ยักษิณี, ละครนอก, วานร, สีน้ำเงิน, สีแดง, หล่อเลี้ยง, เพลงกลม, เรื่องใหญ่, แหล่งน้ำ, ไทยทรงดำ",
ระบำวิชนี,"นางใน, ผู้แสดง, ราชสำนัก, วิชนี, สภาพอากาศ, หญิงสาว","การขับร้อง, ความสำนึก, งานแต่งงาน, จับระบำ, นางใน, ผู้แสดง, มโนราห์, ราชสำนัก, ร้อนแรง, วานร, วิชนี, สภาพอากาศ, สังสรรค์, สำนึก, สีน้ำเงิน, สีแดง, หญิงสาว, อาสา, เพลงกลม, แปลงกาย, แหล่งน้ำ",6,15,0,"การขับร้อง, ความสำนึก, งานแต่งงาน, จับระบำ, มโนราห์, ร้อนแรง, วานร, สังสรรค์, สำนึก, สีน้ำเงิน, สีแดง, อาสา, เพลงกลม, แปลงกาย, แหล่งน้ำ",
ระบำศรีชยสิงห์,"กาญจนบุรี, จารึก, ดินแดน, นางอัปสราบายน, ปราสาทพระขรรค์, ปราสาทเมืองสิงห์, พระเจ้าชัยวรมัน, ภาพจำหลัก, แควน้อย","กาญจนบุรี, จับระบำ, จารึก, ดินแดน, ธงไทย, นางอัปสราบายน, ปราสาทพระขรรค์, ปราสาทเมืองสิงห์, พระเจ้าชัยวรมัน, ภาพจำหลัก, วานร, สังสรรค์, องคต, อาสา, เทพเจ้า, เรื่องใหญ่, แควน้อย, แปลงกาย, แหล่งน้ำ, ไทยทรงดำ",9,11,0,"จับระบำ, ธงไทย, วานร, สังสรรค์, องคต, อาสา, เทพเจ้า, เรื่องใหญ่, แปลงกาย, แหล่งน้ำ, ไทยทรงดำ",
รำซัดชาตรี,"รำคู่, ละครชาตรี, ละครใน, เบิกโรง, ไหว้ครู","กวางทอง, การรบ, ตารี, ที่รัก, ปางลีลา, ผู้แสดง, รำคู่, รำพัด, ละครชาตรี, ละครนอก, ละครใน, สีน้ำเงิน, สีแดง, หญิงสาว, อเนก, เครื่องดนตรี, เบิกโรง, แหล่งน้ำ, ไหว้ครู",5,14,0,"กวางทอง, การรบ, ตารี, ที่รัก, ปางลีลา, ผู้แสดง, รำพัด, ละครนอก, สีน้ำเงิน, สีแดง, หญิงสาว, อเนก, เครื่องดนตรี, แหล่งน้ำ",
รำเบิกโรงดอกไม้เงินทอง,"ดอกไม้เงิน, ผู้แสดง, พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว, ละครใน, สวัสดิมงคล, เบิกโรง, แต่งกายยืนเครื่องพระ","กะลา, การขับร้อง, การเดินทาง, ช่อดอกไม้, ดอกไม้เงิน, ผู้แสดง, พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว, พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว, พระยา, พระลอ, พระอุมา, ละครนอก, ละครใน, สวัสดิมงคล, สีทอง, สีน้ำเงิน, สีแดง, อเนก, เบิกโรง, เพลงกลม, แต่งกายยืนเครื่องพระ, แปลงกาย, แหล่งน้ำ",7,16,0,"กะลา, การขับร้อง, การเดินทาง, ช่อดอกไม้, พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว, พระยา, พระลอ, พระอุมา, ละครนอก, สีทอง, สีน้ำเงิน, สีแดง, อเนก, เพลงกลม, แปลงกาย, แหล่งน้ำ",
รำประเลง,"ปิดหน้า, ผู้แสดง, รังควาญ, ละครใน, สวัสดิมงคล, หางนกยูง, อิทธิฤทธิ์, อุปสรรค, เทวดา, เบิกโรง, เพลงกลม, เพลงชำนาญ, เพลงหน้าพาทย์, เรื่องใหญ่, เสนียดจัญไร, แต่งกายยืนเครื่องพระ, โคมเวียน","การรบ, การร่อนแร่, ทะเล, ทัพหน้า, ปิดหน้า, ผู้แสดง, มโนราห์, รังควาญ, ละครนอก, ละครใน, วังหน้า, สวัสดิมงคล, สิ่งศักดิ์สิทธิ์, สีแดง, หลงกล, หางนกยูง, อิทธิฤทธิ์, อุปสรรค, เทวดา, เบิกโรง, เพลงกลม, เพลงชำนาญ, เพลงสากล, เพลงหน้าพาทย์, เพลงอัตราจังหวะสองชั้น, เรื่องใหญ่, เสนียดจัญไร, แต่งกายยืนเครื่องพระ, แปลงกาย, แหล่งน้ำ, โคมเวียน, ไทยทรงดำ",17,15,0,"การรบ, การร่อนแร่, ทะเล, ทัพหน้า, มโนราห์, ละครนอก, วังหน้า, สิ่งศักดิ์สิทธิ์, สีแดง, หลงกล, เพลงสากล, เพลงอัตราจังหวะสองชั้น, แปลงกาย, แหล่งน้ำ, ไทยทรงดำ",
รำฝรั่งคู่,"จีนรัว, จีนรำพัด, ตะเขิ่ง, ผู้แสดง, รำคู่, เจ้าเซ็น, เพลงฉิ่ง, เพลงฝรั่งรำเท้า, เพลงเร็ว","การรบ, จีนรัว, จีนรำพัด, ตะเขิ่ง, ผู้แสดง, ฝั่งน้ำ, รำคู่, รำพัด, สีแดง, เจ้าเซ็น, เพลงฉิ่ง, เพลงฝรั่งรำเท้า, เพลงอัตราจังหวะสองชั้น, เพลงเร็ว, แต่งกายยืนเครื่องพระ, แปลงกาย, แหล่งน้ำ",9,8,0,"การรบ, ฝั่งน้ำ, รำพัด, สีแดง, เพลงอัตราจังหวะสองชั้น, แต่งกายยืนเครื่องพระ, แปลงกาย, แหล่งน้ำ",
รำพลายชุมพล,"ขุนช้าง, ขุนแผน, พระไวย, พลายชุมพล, รำเดี่ยว, ออกรบ, เพลงมอญดูดาว, แก้แค้น, แตกทัพ","กะลา, การรบ, การศึก, ขุนช้าง, ขุนแผน, ชุมพร, พระไวย, พลายชุมพล, รำพัด, รำเดี่ยว, ละครเสภา, สีน้ำเงิน, สีแดง, องคต, ออกรบ, อาสา, เพลงกลม, เพลงมอญดูดาว, เพลงอัตราจังหวะสองชั้น, แก้แค้น, แตกทัพ, แหล่งน้ำ, ไทยทรงดำ, ไส้กะลา",9,15,0,"กะลา, การรบ, การศึก, ชุมพร, รำพัด, ละครเสภา, สีน้ำเงิน, สีแดง, องคต, อาสา, เพลงกลม, เพลงอัตราจังหวะสองชั้น, แหล่งน้ำ, ไทยทรงดำ, ไส้กะลา",
รำมโนห์ราบูชายัญ,"กองไฟ, บินหนี, บูชายัญ, ผู้หญิง, รำเดี่ยว, เขาไกรลาส","กองไฟ, กะลา, การรบ, ก้อนหิน, บินหนี, บูชายัญ, ผู้หญิง, มโนราห์, รำเดี่ยว, สีน้ำเงิน, สีแดง, เขาไกรลาส, เขาไกลลาศ, โมโห, ใบชา",6,9,0,"กะลา, การรบ, ก้อนหิน, มโนราห์, สีน้ำเงิน, สีแดง, เขาไกลลาศ, โมโห, ใบชา",
รำแม่บท,"กระบวนท่ารำ, รำมาตรฐาน, แม่บท","กระบวนท่ารำ, การขับร้อง, การรบ, การศึก, จารึก, ตำรา, ระบำมาตรฐาน, รำมาตรฐาน, ล้านนา, องคต, แต่งกายยืนเครื่องพระ, แปลงกาย, แม่บท",3,10,0,"การขับร้อง, การรบ, การศึก, จารึก, ตำรา, ระบำมาตรฐาน, ล้านนา, องคต, แต่งกายยืนเครื่องพระ, แปลงกาย",
หนุมานจับนางเบญกาย,"จับนาง, ทศกัณฐ์, นางสีดา, พระราม, มูลเหตุ, ยักษิณี, ลอยน้ำ, วานร, หนุมาน, หลบหนี, อุบาย, เบญกาย","การยุติ, การเกี้ยวพาราสี, การไถ, จับนาง, ชายหนุ่ม, ทศกัณฐ์, นางสีดา, นางใน, บิดา, ปางลีลา, พระชายา, พระพรหม, พระยา, พระราม, มูลเหตุ, มโนราห์, ยักษิณี, ลอยน้ำ, วานร, สีน้ำเงิน, สีแดง, หนุมาน, หลบหนี, หายตัว, อุบาย, อุษา, เบญกาย, ไทยทรงดำ",12,16,0,"การยุติ, การเกี้ยวพาราสี, การไถ, ชายหนุ่ม, นางใน, บิดา, ปางลีลา, พระชายา, พระพรหม, พระยา, มโนราห์, สีน้ำเงิน, สีแดง, หายตัว, อุษา, ไทยทรงดำ",
หนุมานจับนางสุพรรณมัจฉา,"กระบวนท่ารำ, กรุงลงกา, กองทัพ, การเกี้ยวพาราสี, ก้อนหิน, จับนาง, นางสีดา, บริวาร, ผู้หญิง, พระราม, มหาสมุทร, มูลเหตุ, วานร, สุพรรณมัจฉา, หนุมาน","กระบวนท่ารำ, กรุงลงกา, กองทัพ, การยุติ, การเกี้ยวพาราสี, การเดินทาง, การไถ, ก้อนหิน, จับนาง, ชาวนา, ตีลังกา, นางสีดา, บริวาร, ผู้หญิง, พระพรหม, พระยา, พระราม, มหาสมุทร, มูลเหตุ, วานร, สัตว์น้ำ, สีน้ำเงิน, สีแดง, สุพรรณมัจฉา, หนุมาน, องคต, แปลงกาย, ไทยทรงดำ",15,13,0,"การยุติ, การเดินทาง, การไถ, ชาวนา, ตีลังกา, พระพรหม, พระยา, สัตว์น้ำ, สีน้ำเงิน, สีแดง, องคต, แปลงกาย, ไทยทรงดำ",
ระบำเซียงแสน,"ปูนปั้น, พุทธศตวรรษ, ภาคเหนือ, ภาพจิตรกรรมฝาผนัง, ระบำโบราณคดี, โบราณสถาน","กะลา, การปั้น, จับระบำ, จิตรกรรม, ชาวเหนือ, ตะวันตก, ตารี, ทิศตะวันออก, ปางลีลา, ปูนปั้น, พุทธศตวรรษ, ภาคตะวันออกเฉียงเหนือ, ภาคเหนือ, ภาพจิตรกรรมฝาผนัง, มลายู, มโนราห์, ระบำโบราณคดี, สังสรรค์, สี่ภาค, อาสา, แหล่งน้ำ, โบราณสถาน",6,16,0,"กะลา, การปั้น, จับระบำ, จิตรกรรม, ชาวเหนือ, ตะวันตก, ตารี, ทิศตะวันออก, ปางลีลา, ภาคตะวันออกเฉียงเหนือ, มลายู, มโนราห์, สังสรรค์, สี่ภาค, อาสา, แหล่งน้ำ",
ระบำทวารวดี,"จิตรกรรม, ดินแดน, พุทธศตวรรษ, ระบำโบราณคดี, สมัยทวารวดี, เชื้อชาติ, โบราณวัตถุ","การดีด, งานประติมากรรม, จับระบำ, จิตรกรรม, ดินแดน, ตารี, นาฏกรรม, นิสัย, ปารวตี, พุทธศตวรรษ, มโนราห์, ระบำโบราณคดี, วานร, สมัยทวารวดี, สังสรรค์, องคต, เชื้อชาติ, เรื่องใหญ่, แปลงกาย, โบราณวัตถุ",7,13,0,"การดีด, งานประติมากรรม, จับระบำ, ตารี, นาฏกรรม, นิสัย, ปารวตี, มโนราห์, วานร, สังสรรค์, องคต, เรื่องใหญ่, แปลงกาย",
ระบำลพบุรี,"ดินแดน, ทับหลัง, นครราชสีมา, บุรีรัมย์, ปราสาทพนมรุ้ง, ปราสาทหินพิมาย, พุทธศตวรรษ, ภาพจำหลัก, ระบำโบราณคดี, สมัยลพบุรี, หน้าบัน","การปั้น, การรบ, งานประติมากรรม, จับระบำ, จำกาย, ดินแดน, ตารี, ทับหลัง, นครราชสีมา, นาฏกรรม, บุรีรัมย์, ปราสาทพนมรุ้ง, ปราสาทหินพิมาย, พาลี, พุทธศตวรรษ, ภาพจำหลัก, มโนราห์, รจนา, ระบำโบราณคดี, สมัยลพบุรี, สังสรรค์, สีน้ำเงิน, หน้าบัน, องคต, อาสา, เรื่องใหญ่, แปลงกาย, แหล่งน้ำ",11,17,0,"การปั้น, การรบ, งานประติมากรรม, จับระบำ, จำกาย, ตารี, นาฏกรรม, พาลี, มโนราห์, รจนา, สังสรรค์, สีน้ำเงิน, องคต, อาสา, เรื่องใหญ่, แปลงกาย, แหล่งน้ำ",
ระบำศรีวิชัย,"ชุมพร, ดินแดน, นครศรีธรรมราช, ปัตตานี, พุทธศตวรรษ, ระบำโบราณคดี, สมัยศรีวิชัย, หมู่เกาะ, หลักฐาน, อินโดนีเซีย, แหลมมลายู, โบราณวัตถุ","กรมศิลปากร, การปั้น, การรบ, จับระบำ, จำกาย, ชุมพร, ดินแดน, ตารี, นครศรีธรรมราช, ปัตตานี, พุทธศตวรรษ, มลายู, มโนราห์, รจนา, ระบำโบราณคดี, สมัยศรีวิชัย, สังสรรค์, หมู่เกาะ, หลักฐาน, องคต, อาสา, อินเดีย, อินโดนีเซีย, เกราะลอ, เรื่องใหญ่, แปลงกาย, แหลมมลายู, โบราณวัตถุ",12,16,0,"กรมศิลปากร, การปั้น, การรบ, จับระบำ, จำกาย, ตารี, มลายู, มโนราห์, รจนา, สังสรรค์, องคต, อาสา, อินเดีย, เกราะลอ, เรื่องใหญ่, แปลงกาย",
ระบำสุโขทัย,"ปางลีลา, ปูนปั้น, พระพุทธรูป, พุทธศตวรรษ, ระบำโบราณคดี, สมัยสุโขทัย, หล่อสำริด","การปั้น, งานประติมากรรม, จับระบำ, ตารี, นาฏกรรม, บิดา, ปางลีลา, ปูนปั้น, พระพุทธรูป, พาลี, พุทธศตวรรษ, มโนราห์, ระบำโบราณคดี, สมัยสุโขทัย, สังสรรค์, หล่อสำริด, องคต, อสูร, เรื่องใหญ่, แปลงกาย",7,13,0,"การปั้น, งานประติมากรรม, จับระบำ, ตารี, นาฏกรรม, บิดา, พาลี, มโนราห์, สังสรรค์, องคต, อสูร, เรื่องใหญ่, แปลงกาย",
ฉุยฉายทศกัณฐ์ลงสวน,"กรุงลงกา, ความภาคภูมิใจ, ทศกัณฐ์, นางสีดา, พวงมาลัย","กรุงลงกา, กะลา, การยุติ, การเกี้ยวพาราสี, ความภาคภูมิใจ, ฉุยฉาย, ทศกัณฐ์, นางสีดา, ปางลีลา, พวงมาลัย, สะล้อ, สีน้ำเงิน, สีแดง, องคต, แหล่งน้ำ",5,10,0,"กะลา, การยุติ, การเกี้ยวพาราสี, ฉุยฉาย, ปางลีลา, สะล้อ, สีน้ำเงิน, สีแดง, องคต, แหล่งน้ำ",
ฉุยฉายเบญกาย,"การยุติ, ความภาคภูมิใจ, ทศกัณฐ์, นางสีดา, พระราม, สงคราม, อุบาย, เบญกาย, แปลงกาย","กะลา, การยุติ, ความภาคภูมิใจ, ฉุยฉาย, ทศกัณฐ์, นางสีดา, ปางลีลา, พระพรหม, พระยา, พระราม, พระสวามี, สงคราม, สังข์ทอง, สีน้ำเงิน, สีแดง, องคต, อุบาย, อุษา, เบญกาย, แปลงกาย",9,11,0,"กะลา, ฉุยฉาย, ปางลีลา, พระพรหม, พระยา, พระสวามี, สังข์ทอง, สีน้ำเงิน, สีแดง, องคต, อุษา",
